data-cut-off-date,web-posting-date,aesi-category,aesi,pfizer-events,pfizer-bivalent-events,moderna-events,moderna-bivalent-BA1-events,moderna-bivalent-BA.4/5-events,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA.4/5-rate,cov-azc-rate,Janssen-rate,total-rate
2021-12-31,2022-01-07,Auto-immune diseases,Subtotal n (%),69,,34,,,78,,,3,184,0.14,0.21,,,2.78,,0.28
2021-12-31,2022-01-07,Cardiovascular system,Cardiac arrest,20,,13,,,6,,,0,39,0.04,0.08,,,N/A,,0.06
2021-12-31,2022-01-07,Cardiovascular system,Cardiac failure,23,,11,,,4,,,1,39,0.05,0.07,,,0.14,,0.06
2021-12-31,2022-01-07,Cardiovascular system,Myocardial infarction (heart attack),68,,21,,,7,,,3,99,0.14,0.13,,,0.25,,0.15
2021-12-31,2022-01-07,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),991,,549,,,29,,,5,1574,2.08,3.38,,,1.03,,2.36
2021-12-31,2022-01-07,Cardiovascular system,Subtotal n (%),1102,,594,,,46,,,9,1751,2.31,3.66,,,1.64,,2.62
2021-12-31,2022-01-07,Circulatory system,Cerebral venous (sinus) thrombosis,4,,1,,,12,,,0,17,0.01,0.01,,,0.43,,0.03
2021-12-31,2022-01-07,Circulatory system,Cerebral thrombosis ,6,,4,,,1,,,0,11,0.01,0.02,,,0.04,,0.02
2021-12-31,2022-01-07,Circulatory system,Cutaneous vasculitis,16,,8,,,8,,,0,32,0.03,0.05,,,0.29,,0.05
2021-12-31,2022-01-07,Circulatory system,Deep vein thrombosis,143,,52,,,65,,,0,260,0.30,0.32,,,2.32,,0.39
2021-12-31,2022-01-07,Circulatory system,Embolism,5,,4,,,6,,,0,15,0.01,0.02,,,0.21,,0.02
2021-12-31,2022-01-07,Circulatory system,Haemorrhage (bleeding),33,,12,,,8,,,2,55,0.07,0.07,,,0.29,,0.08
2021-12-31,2022-01-07,Circulatory system,Pulmonary embolism,191,,75,,,120,,,0,386,0.40,0.46,,,4.28,,0.58
2021-12-31,2022-01-07,Circulatory system,Thrombosis (blood clot),143,,33,,,89,,,2,267,0.30,0.20,,,3.17,,0.40
2021-12-31,2022-01-07,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),19,,6,,,64,,,0,89,0.04,0.04,,,2.28,,0.13
2021-12-31,2022-01-07,Circulatory system,Subtotal n (%),560,,195,,,373,,,4,1132,1.17,1.20,,,13.30,,1.69
2021-12-31,2022-01-07,Hepato-gastrointestinal and renal system,Acute kidney injury,28,,14,,,5,,,0,47,0.06,0.09,,,0.18,,0.07
2021-12-31,2022-01-07,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),7,,3,,,1,,,0,11,0.01,0.02,,,0.04,,0.02
2021-12-31,2022-01-07,Hepato-gastrointestinal and renal system,Liver injury,19,,8,,,3,,,0,30,0.04,0.05,,,0.11,,0.04
2021-12-31,2022-01-07,Hepato-gastrointestinal and renal system,Subtotal n (%),54,,25,,,9,,,0,88,0.11,0.15,,,0.32,,0.13
2021-12-31,2022-01-07,Nerves and central nervous system,Bell's Palsy/facial paralysis*,505,,158,,,50,,,1,714,1.06,0.97,,,1.78,,1.07
2021-12-31,2022-01-07,Nerves and central nervous system,Cerebrovascular accident (stroke),106,,40,,,35,,,3,184,0.22,0.25,,,1.25,,0.28
2021-12-31,2022-01-07,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),26,,9,,,6,,,0,41,0.05,0.06,,,0.21,,0.06
2021-12-31,2022-01-07,Nerves and central nervous system,Subtotal n (%),637,,207,,,91,,,4,939,1.34,1.27,,,3.25,,1.41
2021-12-31,2022-01-07,Other system,Anaphylaxis*,542,,159,,,27,,,1,729,1.14,0.98,,,0.96,,1.09
2021-12-31,2022-01-07,Other system,COVID-19*,159,,8,,,1,,,13,181,0.33,0.05,,,0.04,,0.27
2021-12-31,2022-01-07,Other system,Multisystem inflammatory syndrome,6,,1,,,0,,,0,7,0.01,0.01,,,0.00,,0.01
2021-12-31,2022-01-07,Other system,Subtotal n (%),707,,168,,,28,,,14,917,1.48,1.03,,,1.00,,1.37
2021-12-31,2022-01-07,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-12-31,2022-01-07,Pregnancy outcomes,Spontaneous abortion,50,,14,,,1,,,0,65,0.10,0.09,,,0.04,,0.10
2021-12-31,2022-01-07,Pregnancy outcomes,Subtotal n (%),55,,14,,,1,,,0,70,0.12,0.09,,,0.04,,0.10
2021-12-31,2022-01-07,Respiratory system,Acute respiratory distress syndrome,3,,2,,,0,,,0,5,0.01,0.01,,,0.00,,0.01
2021-12-31,2022-01-07,Respiratory system,Subtotal n (%),3,,2,,,0,,,0,5,0.01,0.01,,,0.00,,0.01
2021-12-31,2022-01-07,"Skin and mucous membrane, bone and joints system",Chilblains,13,,5,,,1,,,0,19,0.03,0.03,,,0.04,,0.03
2021-12-31,2022-01-07,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),23,,12,,,1,,,0,36,0.05,0.07,,,0.04,,0.05
2021-12-31,2022-01-07,"Skin and mucous membrane, bone and joints system",Subtotal n (%),36,,17,,,2,,,0,55,0.08,0.10,,,0.07,,0.08
2021-12-31,2022-01-07,All AESI categories,TOTAL,3223,,1256,,,628,,,34,5141,6.76,7.73,,,22.40,,7.70
2022-01-07,2022-01-14,Auto-immune diseases,Guillain-Barré Syndrome,51,,23,,,39,0,,0,113,0.11,0.14,,,1.39,,0.17
2022-01-07,2022-01-14,Auto-immune diseases,Thrombocytopenia (low blood platelets),19,,10,,,31,3,,0,63,0.04,0.06,,,1.11,,0.09
2022-01-07,2022-01-14,Auto-immune diseases,Subtotal n (%),70,,33,,,70,3,,0,176,0.15,0.20,,,2.50,,0.26
2022-01-07,2022-01-14,Cardiovascular system,Cardiac arrest,21,,13,,,6,0,,0,40,0.04,0.08,,,N/A,,0.06
2022-01-07,2022-01-14,Cardiovascular system,Cardiac failure,24,,13,,,4,1,,0,42,0.05,0.08,,,N/A,,0.06
2022-01-07,2022-01-14,Cardiovascular system,Myocardial infarction (heart attack),71,,21,,,7,3,,0,102,0.15,0.13,,,N/A,,0.15
2022-01-07,2022-01-14,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1009,,556,,,29,5,,0,1599,2.12,3.42,,,1.03,,2.39
2022-01-07,2022-01-14,Cardiovascular system,Subtotal n (%),1125,,603,,,46,9,,0,1783,2.36,3.71,,,1.64,,2.67
2022-01-07,2022-01-14,Circulatory system,Cerebral venous (sinus) thrombosis,4,,1,,,12,0,,0,17,N/A,N/A,,,0.43,,0.03
2022-01-07,2022-01-14,Circulatory system,Cerebral thrombosis ,6,,3,,,1,0,,0,10,N/A,N/A,,,N/A,,0.01
2022-01-07,2022-01-14,Circulatory system,Cutaneous vasculitis,16,,8,,,8,0,,0,32,0.03,N/A,,,N/A,,0.05
2022-01-07,2022-01-14,Circulatory system,Deep vein thrombosis,146,,55,,,63,0,,0,264,0.31,0.34,,,2.25,,0.40
2022-01-07,2022-01-14,Circulatory system,Embolism,5,,4,,,6,0,,0,15,N/A,N/A,,,N/A,,0.02
2022-01-07,2022-01-14,Circulatory system,Haemorrhage (bleeding),33,,12,,,9,2,,0,56,0.07,0.07,,,N/A,,0.08
2022-01-07,2022-01-14,Circulatory system,Pulmonary embolism,194,,76,,,119,0,,0,389,0.41,0.47,,,4.24,,0.58
2022-01-07,2022-01-14,Circulatory system,Thrombosis (blood clot),147,,34,,,85,2,,0,268,0.31,0.21,,,3.03,,0.40
2022-01-07,2022-01-14,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),29,,11,,,70,0,,0,110,0.06,0.07,,,2.50,,0.16
2022-01-07,2022-01-14,Circulatory system,Subtotal n (%),580,,204,,,373,4,,0,1161,1.22,1.26,,,13.30,,1.74
2022-01-07,2022-01-14,Hepato-gastrointestinal and renal system,Acute kidney injury,29,,16,,,5,0,,0,50,0.06,0.10,,,N/A,,0.07
2022-01-07,2022-01-14,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),8,,3,,,1,0,,,12,N/A,N/A,,,N/A,,0.02
2022-01-07,2022-01-14,Hepato-gastrointestinal and renal system,Liver injury,19,,8,,,3,0,,0,30,0.04,N/A,,,N/A,,0.04
2022-01-07,2022-01-14,Hepato-gastrointestinal and renal system,Subtotal n (%),56,,27,,,9,0,,0,92,0.12,0.17,,,N/A,,0.14
2022-01-07,2022-01-14,Nerves and central nervous system,Bell's Palsy/facial paralysis*,509,,160,,,51,1,,0,721,1.07,0.99,,,1.82,,1.08
2022-01-07,2022-01-14,Nerves and central nervous system,Cerebrovascular accident (stroke),110,,42,,,35,3,,0,190,0.23,0.26,,,1.25,,0.28
2022-01-07,2022-01-14,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),26,,9,,,6,0,,0,41,0.05,N/A,,,N/A,,0.06
2022-01-07,2022-01-14,Nerves and central nervous system,Subtotal n (%),645,,211,,,92,4,,0,952,1.35,1.30,,,3.28,,1.43
2022-01-07,2022-01-14,Other system,Anaphylaxis*,552,,159,,,27,1,,2,741,1.16,0.98,,,0.96,,1.11
2022-01-07,2022-01-14,Other system,COVID-19*,176,,8,,,1,13,,0,198,0.37,N/A,,,N/A,,0.30
2022-01-07,2022-01-14,Other system,Multisystem inflammatory syndrome,6,,1,,,0,0,,0,7,N/A,N/A,,,N/A,,N/A
2022-01-07,2022-01-14,Other system,Subtotal n (%),734,,168,,,28,14,,2,946,1.54,1.03,,,1.00,,1.42
2022-01-07,2022-01-14,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-07,2022-01-14,Pregnancy outcomes,Spontaneous abortion,51,,14,,,1,0,,0,66,0.11,0.09,,,N/A,,0.10
2022-01-07,2022-01-14,Pregnancy outcomes,Subtotal n (%),56,,14,,,1,0,,0,71,0.12,0.09,,,N/A,,0.11
2022-01-07,2022-01-14,Respiratory system,Acute respiratory distress syndrome,3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-07,2022-01-14,Respiratory system,Subtotal n (%),3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-07,2022-01-14,"Skin and mucous membrane, bone and joints system",Chilblains,13,,5,,,1,0,,0,19,0.03,N/A,,,N/A,,0.03
2022-01-07,2022-01-14,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),24,,12,,,1,0,,0,37,0.05,0.07,,,N/A,,0.06
2022-01-07,2022-01-14,"Skin and mucous membrane, bone and joints system",Subtotal n (%),37,,17,,,2,0,,0,56,0.08,0.10,,,N/A,,0.08
2022-01-07,2022-01-14,All AESI categories,TOTAL,3306,,1279,,,621,34,,2,5242,6.93,7.87,,,22.15,,7.85
2022-01-14,2022-01-21,Auto-immune diseases,Guillain-Barré Syndrome,53,,23,,,39,0,,0,115,0.11,0.12,,,1.40,,0.16
2022-01-14,2022-01-21,Auto-immune diseases,Thrombocytopenia (low blood platelets),19,,10,,,31,0,,3,63,0.04,0.05,,,1.11,,0.09
2022-01-14,2022-01-21,Auto-immune diseases,Subtotal n (%),72,,33,,,70,0,,3,178,0.14,0.18,,,2.51,,0.25
2022-01-14,2022-01-21,Cardiovascular system,Cardiac arrest,21,,13,,,6,0,,0,40,0.04,0.07,,,N/A,,0.06
2022-01-14,2022-01-21,Cardiovascular system,Cardiac failure,24,,14,,,4,0,,1,43,0.05,0.08,,,N/A,,0.06
2022-01-14,2022-01-21,Cardiovascular system,Myocardial infarction (heart attack),71,,21,,,7,0,,3,102,0.14,0.11,,,N/A,,0.14
2022-01-14,2022-01-21,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1045,,563,,,29,0,,6,1643,2.10,3.05,,,1.04,,2.31
2022-01-14,2022-01-21,Cardiovascular system,Subtotal n (%),1161,,611,,,46,0,,10,1828,2.34,3.31,,,1.65,,2.57
2022-01-14,2022-01-21,Circulatory system,Cerebral venous (sinus) thrombosis,4,,1,,,12,0,,0,17,N/A,N/A,,,0.43,,0.02
2022-01-14,2022-01-21,Circulatory system,Cerebral thrombosis ,6,,3,,,11,0,,0,20,N/A,N/A,,,0.39,,0.03
2022-01-14,2022-01-21,Circulatory system,Cutaneous vasculitis,16,,8,,,8,0,,0,32,0.03,N/A,,,N/A,,0.05
2022-01-14,2022-01-21,Circulatory system,Deep vein thrombosis,150,,55,,,63,0,,0,268,0.30,0.30,,,2.26,,0.38
2022-01-14,2022-01-21,Circulatory system,Embolism,6,,4,,,6,0,,0,16,N/A,N/A,,,N/A,,0.02
2022-01-14,2022-01-21,Circulatory system,Haemorrhage (bleeding),35,,12,,,9,0,,2,58,0.07,0.07,,,N/A,,0.08
2022-01-14,2022-01-21,Circulatory system,Pulmonary embolism,197,,77,,,119,0,,1,394,0.40,0.42,,,4.26,,0.55
2022-01-14,2022-01-21,Circulatory system,Thrombosis (blood clot),147,,35,,,86,0,,2,270,0.30,0.19,,,3.08,,0.38
2022-01-14,2022-01-21,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),24,,11,,,71,0,,0,106,0.05,0.06,,,2.54,,0.15
2022-01-14,2022-01-21,Circulatory system,Subtotal n (%),585,,206,,,385,0,,5,1181,1.18,1.12,,,13.80,,1.66
2022-01-14,2022-01-21,Hepato-gastrointestinal and renal system,Acute kidney injury,29,,16,,,5,0,,0,50,0.06,0.09,,,N/A,,0.07
2022-01-14,2022-01-21,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),8,,4,,,1,0,,0,13,N/A,N/A,,,N/A,,0.02
2022-01-14,2022-01-21,Hepato-gastrointestinal and renal system,Liver injury,19,,8,,,3,0,,0,30,0.04,N/A,,,N/A,,0.04
2022-01-14,2022-01-21,Hepato-gastrointestinal and renal system,Subtotal n (%),56,,28,,,9,0,,0,93,0.11,0.15,,,N/A,,0.13
2022-01-14,2022-01-21,Nerves and central nervous system,Bell's Palsy/facial paralysis*,526,,168,,,54,0,,0,748,1.06,0.91,,,1.94,,1.05
2022-01-14,2022-01-21,Nerves and central nervous system,Cerebrovascular accident (stroke),111,,42,,,35,0,,3,191,0.22,0.23,,,1.25,,0.27
2022-01-14,2022-01-21,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),26,,10,,,6,0,,0,42,0.05,0.05,,,N/A,,0.06
2022-01-14,2022-01-21,Nerves and central nervous system,Subtotal n (%),663,,220,,,95,0,,3,981,1.33,1.19,,,3.40,,1.38
2022-01-14,2022-01-21,Other system,Anaphylaxis*,551,,159,,,27,2,,1,740,1.11,0.86,,,0.97,,1.04
2022-01-14,2022-01-21,Other system,COVID-19*,176,,8,,,1,0,,13,198,0.35,N/A,,,N/A,,0.28
2022-01-14,2022-01-21,Other system,Multisystem inflammatory syndrome,6,,1,,,0,0,,0,7,N/A,N/A,,,N/A,,N/A
2022-01-14,2022-01-21,Other system,Subtotal n (%),733,,168,,,28,2,,14,945,1.47,0.91,,,1.00,,1.33
2022-01-14,2022-01-21,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,0.00,,,0.00,,0.01
2022-01-14,2022-01-21,Pregnancy outcomes,Spontaneous abortion,51,,14,,,1,0,,0,66,0.10,0.08,,,N/A,,0.09
2022-01-14,2022-01-21,Pregnancy outcomes,Subtotal n (%),56,,14,,,1,0,,0,71,0.11,0.08,,,N/A,,0.10
2022-01-14,2022-01-21,Respiratory system,Acute respiratory distress syndrome,3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-14,2022-01-21,Respiratory system,Subtotal n (%),3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-14,2022-01-21,"Skin and mucous membrane, bone and joints system",Chilblains,13,,5,,,1,0,,0,19,0.03,N/A,,,N/A,,0.03
2022-01-14,2022-01-21,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),24,,12,,,1,0,,0,37,0.05,0.07,,,N/A,,0.05
2022-01-14,2022-01-21,"Skin and mucous membrane, bone and joints system",Subtotal n (%),37,,17,,,2,0,,0,56,0.07,0.09,,,N/A,,0.08
2022-01-14,2022-01-21,All AESI categories,TOTAL,3366,,1299,,,636,2,,35,5338,6.77,7.04,,,22.79,,7.51
2022-01-21,2022-01-28,Auto-immune diseases,Guillain-Barré Syndrome,54,,23,,,39,0,,0,116,0.11,0.11,,,1.40,,0.16
2022-01-21,2022-01-28,Auto-immune diseases,Thrombocytopenia (low blood platelets),19,,10,,,31,3,,0,63,0.04,0.05,,,1.11,,0.09
2022-01-21,2022-01-28,Auto-immune diseases,Subtotal n (%),73,,33,,,70,3,,0,179,0.14,0.16,,,2.51,,0.24
2022-01-21,2022-01-28,Cardiovascular system,Cardiac arrest,21,,13,,,6,0,,0,40,0.04,0.06,,,N/A,,0.05
2022-01-21,2022-01-28,Cardiovascular system,Cardiac failure,25,,15,,,4,1,,0,45,0.05,0.07,,,N/A,,0.06
2022-01-21,2022-01-28,Cardiovascular system,Myocardial infarction (heart attack),73,,21,,,7,3,,0,104,0.14,0.10,,,N/A,,0.14
2022-01-21,2022-01-28,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1073,,572,,,30,5,,0,1680,2.12,2.85,,,1.07,,2.28
2022-01-21,2022-01-28,Cardiovascular system,Subtotal n (%),1192,,621,,,47,9,,0,1869,2.35,3.10,,,1.68,,2.54
2022-01-21,2022-01-28,Circulatory system,Cerebral venous (sinus) thrombosis,4,,2,,,12,0,,0,18,N/A,N/A,,,0.43,,0.02
2022-01-21,2022-01-28,Circulatory system,Cerebral thrombosis ,6,,3,,,1,0,,0,10,N/A,N/A,,,N/A,,0.01
2022-01-21,2022-01-28,Circulatory system,Cutaneous vasculitis,17,,8,,,8,0,,0,33,0.03,N/A,,,N/A,,0.04
2022-01-21,2022-01-28,Circulatory system,Deep vein thrombosis,154,,57,,,63,0,,0,274,0.30,0.28,,,2.26,,0.37
2022-01-21,2022-01-28,Circulatory system,Embolism,6,,4,,,6,0,,0,16,N/A,N/A,,,N/A,,0.02
2022-01-21,2022-01-28,Circulatory system,Haemorrhage (bleeding),37,,13,,,9,3,,0,62,0.07,0.06,,,N/A,,0.08
2022-01-21,2022-01-28,Circulatory system,Pulmonary embolism,203,,79,,,119,1,,0,402,0.40,0.39,,,4.26,,0.55
2022-01-21,2022-01-28,Circulatory system,Thrombosis (blood clot),150,,35,,,86,2,,0,273,0.30,0.17,,,3.08,,0.37
2022-01-21,2022-01-28,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),25,,11,,,71,0,,0,107,0.05,0.05,,,2.54,,0.15
2022-01-21,2022-01-28,Circulatory system,Subtotal n (%),602,,212,,,375,6,,0,1195,1.19,1.06,,,13.43,,1.62
2022-01-21,2022-01-28,Hepato-gastrointestinal and renal system,Acute kidney injury,29,,16,,,6,0,,0,51,0.06,0.08,,,N/A,,0.07
2022-01-21,2022-01-28,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),9,,4,,,1,0,,0,14,N/A,N/A,,,N/A,,0.02
2022-01-21,2022-01-28,Hepato-gastrointestinal and renal system,Liver injury,19,,8,,,3,0,,0,30,0.04,N/A,,,N/A,,0.04
2022-01-21,2022-01-28,Hepato-gastrointestinal and renal system,Subtotal n (%),57,,28,,,10,0,,0,95,0.11,0.14,,,0.36,,0.13
2022-01-21,2022-01-28,Nerves and central nervous system,Bell's Palsy/facial paralysis*,533,,172,,,54,1,,0,760,1.05,0.86,,,1.93,,1.03
2022-01-21,2022-01-28,Nerves and central nervous system,Cerebrovascular accident (stroke),113,,43,,,35,3,,0,194,0.22,0.21,,,1.25,,0.26
2022-01-21,2022-01-28,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),27,,11,,,6,0,,0,44,0.05,0.05,,,N/A,,0.06
2022-01-21,2022-01-28,Nerves and central nervous system,Subtotal n (%),673,,226,,,95,4,,0,998,1.33,1.13,,,3.40,,1.36
2022-01-21,2022-01-28,Other system,Anaphylaxis*,553,,161,,,27,1,,2,744,1.09,0.80,,,0.97,,1.01
2022-01-21,2022-01-28,Other system,COVID-19*,219,,13,,,1,19,,0,252,0.43,0.06,,,N/A,,0.34
2022-01-21,2022-01-28,Other system,Multisystem inflammatory syndrome,8,,1,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-01-21,2022-01-28,Other system,Subtotal n (%),780,,175,,,28,20,,2,1005,1.54,0.87,,,1.00,,1.37
2022-01-21,2022-01-28,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-21,2022-01-28,Pregnancy outcomes,Spontaneous abortion,52,,11,,,1,0,,0,64,0.10,0.05,,,N/A,,0.09
2022-01-21,2022-01-28,Pregnancy outcomes,Subtotal n (%),57,,11,,,1,0,,0,69,0.11,0.05,,,N/A,,0.09
2022-01-21,2022-01-28,Respiratory system,Acute respiratory distress syndrome,3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-21,2022-01-28,Respiratory system,Subtotal n (%),3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-21,2022-01-28,"Skin and mucous membrane, bone and joints system",Chilblains,14,,5,,,1,0,,0,20,0.03,N/A,,,N/A,,0.03
2022-01-21,2022-01-28,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),24,,12,,,2,0,,0,38,0.05,0.06,,,N/A,,0.05
2022-01-21,2022-01-28,"Skin and mucous membrane, bone and joints system",Subtotal n (%),38,,17,,,3,0,,0,58,0.08,0.08,,,N/A,,0.08
2022-01-21,2022-01-28,All AESI categories,TOTAL,3475,,1325,,,629,42,,2,5473,6.86,6.61,,,22.53,,7.44
2022-01-28,2022-02-04,Auto-immune diseases,Guillain-Barré Syndrome,54,,24,,,39,0,,0,117,0.10,0.11,,,1.40,,0.15
2022-01-28,2022-02-04,Auto-immune diseases,Thrombocytopenia (low blood platelets),110,,38,,,78,2,,1,229,0.21,0.18,,,2.79,,0.30
2022-01-28,2022-02-04,Auto-immune diseases,Subtotal n (%),164,,62,,,117,2,,1,346,0.32,0.29,,,4.19,,0.46
2022-01-28,2022-02-04,Cardiovascular system,Cardiac arrest,21,,12,,,6,0,,0,39,0.04,0.06,,,N/A,,0.05
2022-01-28,2022-02-04,Cardiovascular system,Cardiac failure,25,,15,,,4,0,,0,44,0.05,0.07,,,N/A,,0.06
2022-01-28,2022-02-04,Cardiovascular system,Myocardial infarction (heart attack),70,,21,,,7,0,,1,99,0.14,0.10,,,N/A,,0.13
2022-01-28,2022-02-04,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1096,,589,,,30,0,,5,1720,2.12,2.77,,,1.07,,2.27
2022-01-28,2022-02-04,Cardiovascular system,Subtotal n (%),1212,,637,,,47,0,,6,1902,2.35,3.00,,,1.07,,2.51
2022-01-28,2022-02-04,Circulatory system,Cerebral venous (sinus) thrombosis,4,,2,,,11,0,,0,17,N/A,N/A,,,0.39,,0.02
2022-01-28,2022-02-04,Circulatory system,Cerebral thrombosis ,6,,3,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-01-28,2022-02-04,Circulatory system,Cutaneous vasculitis,17,,8,,,8,0,,0,33,0.03,N/A,,,N/A,,0.04
2022-01-28,2022-02-04,Circulatory system,Deep vein thrombosis,156,,60,,,63,0,,0,279,0.30,0.28,,,2.26,,0.37
2022-01-28,2022-02-04,Circulatory system,Embolism,5,,4,,,7,0,,0,16,N/A,N/A,,,N/A,,0.02
2022-01-28,2022-02-04,Circulatory system,Haemorrhage (bleeding),37,,13,,,9,0,,3,62,0.07,0.06,,,N/A,,0.08
2022-01-28,2022-02-04,Circulatory system,Pulmonary embolism,206,,83,,,120,0,,1,410,0.40,0.39,,,4.30,,0.54
2022-01-28,2022-02-04,Circulatory system,Thrombosis (blood clot),153,,35,,,86,0,,2,276,0.30,0.16,,,3.08,,0.36
2022-01-28,2022-02-04,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),25,,11,,,71,0,,0,107,0.05,0.05,,,2.54,,0.14
2022-01-28,2022-02-04,Circulatory system,Subtotal n (%),609,,219,,,375,0,,6,1209,1.18,1.03,,,13.43,,1.58
2022-01-28,2022-02-04,Hepato-gastrointestinal and renal system,Acute kidney injury,30,,16,,,6,0,,0,52,0.06,0.08,,,N/A,,0.07
2022-01-28,2022-02-04,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),11,,4,,,1,0,,0,16,0.02,N/A,,,N/A,,0.02
2022-01-28,2022-02-04,Hepato-gastrointestinal and renal system,Liver injury,19,,9,,,3,0,,0,31,0.04,N/A,,,N/A,,0.04
2022-01-28,2022-02-04,Hepato-gastrointestinal and renal system,Subtotal n (%),60,,29,,,10,0,,0,99,0.12,0.08,,,0.01,,0.13
2022-01-28,2022-02-04,Nerves and central nervous system,Bell's Palsy/facial paralysis*,541,,180,,,53,11,,1,775,1.05,0.85,,,1.90,,1.02
2022-01-28,2022-02-04,Nerves and central nervous system,Cerebrovascular accident (stroke),114,,45,,,35,0,,3,197,0.22,0.21,,,1.25,,0.26
2022-01-28,2022-02-04,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),29,,11,,,6,0,,0,46,0.06,0.05,,,N/A,,0.06
2022-01-28,2022-02-04,Nerves and central nervous system,Subtotal n (%),684,,236,,,94,11,,4,1018,1.33,1.11,,,3.15,,1.34
2022-01-28,2022-02-04,Other system,Anaphylaxis*,560,,162,,,27,2,,1,752,1.09,0.76,,,0.97,,0.99
2022-01-28,2022-02-04,Other system,COVID-19*,241,,10,,,2,0,,14,267,0.47,0.05,,,N/A,,0.35
2022-01-28,2022-02-04,Other system,Multisystem inflammatory syndrome,9,,1,,,0,0,,0,10,N/A,N/A,,,N/A,,0.01
2022-01-28,2022-02-04,Other system,Subtotal n (%),810,,173,,,29,2,,15,1029,1.55,0.81,,,0.97,,1.36
2022-01-28,2022-02-04,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-28,2022-02-04,Pregnancy outcomes,Spontaneous abortion,53,,12,,,1,0,,0,66,0.10,0.06,,,N/A,,0.09
2022-01-28,2022-02-04,Pregnancy outcomes,Subtotal n (%),58,,12,,,1,0,,0,71,0.10,0.06,,,N/A,,0.09
2022-01-28,2022-02-04,Respiratory system,Acute respiratory distress syndrome,3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-28,2022-02-04,Respiratory system,Subtotal n (%),3,,2,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-01-28,2022-02-04,"Skin and mucous membrane, bone and joints system",Chilblains,14,,5,,,1,0,,0,20,0.03,N/A,,,N/A,,0.03
2022-01-28,2022-02-04,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),24,,12,,,2,0,,0,38,0.05,0.06,,,N/A,,0.05
2022-01-28,2022-02-04,"Skin and mucous membrane, bone and joints system",Subtotal n (%),38,,17,,,3,0,,0,58,0.07,0.06,,,N/A,,0.08
